,from,to,channel,portnum,id,rx_time,rx_snr,rx_rssi,hop_start,latitude_i,longitude_i,time,location_source,altitude_hae,PDOP,ground_speed,ground_track,sats_in_view,precision_bits,want_response,hop_limit,long_name,short_name,macaddr,hw_model,request_id,public_key,role,priority,want_ack,route,snr_towards,is_licensed,battery_level,voltage,channel_utilization,air_util_tx,uptime_seconds,temperature,relative_humidity,barometric_pressure,altitude,error_reason
410,474579996,2558655390,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:02:40,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
411,474579996,4294967295,8,RANGE_TEST_APP,3599281012,2025-01-19 22:02:40,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
412,474579996,4294967295,8,RANGE_TEST_APP,793995631,2025-01-19 22:02:40,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
413,474579996,2733359772,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:02:40,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
414,474579996,4294967295,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:00:32,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
415,474579996,4294967295,8,RANGE_TEST_APP,1872983142,2025-01-19 22:00:32,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
416,474579996,4294967295,8,RANGE_TEST_APP,770036193,2025-01-19 21:58:24,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
417,474579996,3111510461,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 21:58:24,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
418,944382635,474579996,8,NODEINFO_APP,"""!384a22ab""",2025-01-19 21:56:16,-8.25,-118.0,3,,,,,,,,,,,true,3,"""Tekify Fiber & Wireless""","""TEK""","""\367\372v\375\276\354""",RAK4631,,,ROUTER,,,,,,,,,,,,,,,
419,1189817913,474579996,8,NODEINFO_APP,"""!99a34093""",2025-01-19 21:56:16,-8.5,-119.0,7,,,,,,,,,,,true,6,"""Router-01""","""rtr1""","""\356\r\231\243@\223""",RAK4631,,,,,,,,,,,,,,,,,,
420,474579996,474581420,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 21:54:08,,,2,,,,,,,,,,,,2,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,1277148435,,,RELIABLE,,,,true,,,,,,,,,,
421,474579996,4294967295,8,RANGE_TEST_APP,3703982565,2025-01-19 21:54:08,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
422,474579996,2482385056,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 21:49:52,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
423,474579996,4294967295,8,RANGE_TEST_APP,3823473108,2025-01-19 21:49:52,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
424,474579996,4294967295,8,TEXT_MESSAGE_APP,3124404061,2025-01-19 21:47:44,,,3,,,,,,,,,,,,3,,,,,,,,100,,,,,,,,,,,,,,
425,474581420,474579996,8,ROUTING_APP,2094448453,2025-01-19 21:47:44,12.0,-66.0,2,,,,,,,,,,,,2,,,,,3124404057,,,,,,,,,,,,,,,,,NONE
426,474579996,474581420,8,TEXT_MESSAGE_APP,3124404057,2025-01-19 21:47:44,,,3,,,,,,,,,,,,3,,,,,,,,100,true,,,,,,,,,,,,,
427,1226146290,474579996,8,NODEINFO_APP,"""!491581f2""",2025-01-19 21:45:36,,,2,,,,,,,,,,,,2,"""W6RSS Rak Benicia""","""Ross""","""\365-I\025\201\362""",RAK4631,2542861762,"""\216\361|\240\305\356|_t!\273H\030`$!\265\215\322\347o|\347\217\371\222C\""*%\005R""",,RELIABLE,,,,,,,,,,,,,,
428,474581420,474579996,8,NODEINFO_APP,"""!1c4989ac""",2025-01-19 21:43:28,10.25,-82.0,2,,,,,,,,,,,,2,"""Spacebridge Ground 1""","""GRD1""","""\020\006\034I\211\254""",TBEAM,2542861762,"""\240\\\331[\252u \323\257O\304\\o\253j\213Z\324\2770\020\311L\210\004I\355\350\253A\365\004""",,,,,,,,,,,,,,,,
429,474579996,4294967295,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 21:43:28,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
430,474579996,4294967295,8,RANGE_TEST_APP,3429957057,2025-01-19 21:43:28,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
431,474579996,4294967295,8,TEXT_MESSAGE_APP,3321186969,2025-01-19 19:58:56,,,3,,,,,,,,,,,,3,,,,,,,,100,,,,,,,,,,,,,,
432,780828896,474579996,8,NODEINFO_APP,"""!2e8a80e0""",2025-01-19 19:56:48,-4.5,-111.0,3,,,,,,,,,,,,3,"""ko6dcm (nr5nn)""","""5nnO""","""\362\301.\212\200\340""",RAK4631,7175851,"""*\237[\037op\254s\274\021\031\233\260+\332\207\177K\366\261\357\220x}\021q\330:\""\213\017(""",,,,,,,,,,,,,,,,
433,1226146290,474579996,8,NODEINFO_APP,"""!491581f2""",2025-01-19 19:56:48,,,2,,,,,,,,,,,,2,"""W6RSS Rak Benicia""","""Ross""","""\365-I\025\201\362""",RAK4631,7175851,"""\216\361|\240\305\356|_t!\273H\030`$!\265\215\322\347o|\347\217\371\222C\""*%\005R""",,RELIABLE,,,,,,,,,,,,,,
434,474579996,4294967295,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 19:56:48,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
435,474579996,4294967295,8,RANGE_TEST_APP,2312722089,2025-01-19 19:56:48,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
436,474579996,780828896,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 19:44:00,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
437,474579996,4294967295,8,RANGE_TEST_APP,394909265,2025-01-19 19:41:52,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
438,780828896,474579996,8,NODEINFO_APP,"""!2e8a80e0""",2025-01-19 19:37:36,-6.25,-104.0,4,,,,,,,,,,,,4,"""ko6dcm (nr5nn)""","""5nnO""","""\362\301.\212\200\340""",RAK4631,1147040321,"""*\237[\037op\254s\274\021\031\233\260+\332\207\177K\366\261\357\220x}\021q\330:\""\213\017(""",,,,,,,,,,,,,,,,
439,474579996,4294967295,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 19:37:36,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
440,474579996,4294967295,8,RANGE_TEST_APP,1174139455,2025-01-19 19:37:36,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
441,474579996,4294967295,8,RANGE_TEST_APP,929859720,2025-01-19 19:31:12,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
442,474579996,4294967295,8,RANGE_TEST_APP,3733796999,2025-01-19 19:31:12,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
443,474579996,1336991821,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 19:29:04,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
444,474579996,4294967295,8,RANGE_TEST_APP,327425155,2025-01-19 19:29:04,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
445,474579996,4294967295,8,RANGE_TEST_APP,3215748226,2025-01-19 19:29:04,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
446,474579996,4294967295,8,RANGE_TEST_APP,2698664065,2025-01-19 19:26:56,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
447,474579996,4294967295,8,RANGE_TEST_APP,1873465472,2025-01-19 19:26:56,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
448,474579996,4294967295,8,RANGE_TEST_APP,1997435006,2025-01-19 19:26:56,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
449,474579996,4294967295,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 19:03:28,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
450,474579996,4294967295,8,RANGE_TEST_APP,2418237534,2025-01-19 19:03:28,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
451,474579996,4294967295,8,RANGE_TEST_APP,1321658460,2025-01-19 19:03:28,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
452,1127917784,474579996,8,NODEINFO_APP,"""!433aa8d8""",2025-01-19 19:03:28,10.5,-67.0,2,,,,,,,,,,,,2,"""Meshtastic a8d8""","""a8d8""","""H\312C:\250\330""",HELTEC_V3,3264735857,,,,,,,true,,,,,,,,,,
453,474579996,4294967295,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 19:03:28,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
454,474579996,4294967295,8,RANGE_TEST_APP,3416289904,2025-01-19 19:03:28,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
455,474579996,4294967295,8,RANGE_TEST_APP,2165262958,2025-01-19 19:03:28,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
